62.988133	63.0951	1
70.8881	71.0057	1
74.777533	74.787867	1
74.794267	74.8119	1
74.8131	74.837933	1
74.8849	74.9545	1
80.6899	80.6979	1
82.7419	82.752533	1
83.682967	83.6942	1
84.383033	84.393433	1
85.705267	85.714767	1
86.0936	86.105467	1
86.201	86.209967	1
89.971367	89.980067	1
90.135333	90.146733	1
92.5776	92.588467	1
93.0353	93.043833	1
102.499367	102.509333	1
102.529967	102.5893	1
102.591167	102.601833	1
102.654267	102.6635	1
105.6481	105.6592	1
105.756033	105.767333	1
105.770333	105.780233	1
105.8961	105.910533	1
106.409333	106.419067	1
107.919	107.9277	1
108.2101	108.223767	1
108.3374	108.347633	1
108.3613	108.4773	1
108.875267	108.8833	1
108.9131	108.948667	1
108.955267	108.994867	1
110.903967	110.916067	1
110.9656	110.999333	1
112.907533	112.9212	1
114.9519	114.9632	1
115.3216	115.352767	1
116.594433	116.603033	1
130.7379	130.7499	1
130.9024	130.913833	1
130.995533	131.005567	1
132.306133	132.315433	1
135.544467	135.556333	1
136.2461	136.258833	1
139.113267	139.143267	1
140.403133	140.4353	1
140.512467	140.567767	1
141.695833	141.706333	1
142.1802	142.2039	1
142.459167	142.4764	1
142.489667	142.511733	1
142.920833	142.930233	1
143.441167	143.451233	1
143.469233	143.522767	1
143.6971	143.728333	1
144.214133	144.2322	1
144.247967	144.264167	1
144.268767	144.3031	1
144.3896	144.401667	1
144.415233	144.430967	1
144.434167	144.473067	1
145.1092	145.1176	1
145.156367	145.233267	1
146.622	146.6408	1
147.122967	147.2043	1
147.205767	147.218467	1
149.813633	149.8219	1
151.091233	151.110167	1
151.745467	151.763867	1
151.765433	151.787667	1
152.195	152.217933	1
152.256667	152.266233	1
153.6064	153.617833	1
153.707	153.716367	1
154.358267	154.367667	1
154.926767	154.953067	1
155.825833	155.837467	1
156.355133	156.415133	1
163.475067	163.489633	1
165.103967	165.114733	1
171.2236	171.241367	1
171.807633	171.818367	1
172.9309	172.9423	1
178.8953	178.903667	1
179.1595	179.1675	1
180.459567	180.4692	1
181.760233	181.768933	1
184.215067	184.2248	1
189.324233	189.3358	1
190.849733	190.860033	1
194.752733	194.773967	1
195.056367	195.064367	1
195.176767	195.185667	1
195.499967	195.510167	1
196.286	196.300033	1
196.9441	196.9537	1
197.010267	197.020033	1
198.143067	198.153133	1
199.620233	199.630233	1
200.2425	200.2557	1
201.143333	201.153833	1
202.508433	202.519167	1
203.7677	203.776433	1
204.726733	204.736967	1
206.297833	206.3062	1
206.337167	206.347367	1
207.384167	207.393733	1
207.396067	207.405067	1
208.304933	208.314167	1
209.0532	209.064333	1
209.906733	209.917	1
211.8553	211.863467	1
212.136767	212.1493	1
213.2709	213.2863	1
214.150467	214.159367	1
215.6432	215.653567	1
218.751733	218.792133	1
219.408667	219.418733	1
219.420667	219.459133	1
219.617433	219.627967	1
220.627833	220.637833	1
221.586633	221.858567	1
223.121767	223.1298	1
223.136467	223.145033	1
223.146833	223.167833	1
223.1959	223.207067	1
223.2089	223.2243	1
223.234267	223.2476	1
223.291267	223.311833	1
223.320367	223.3456	1
223.3962	223.411533	1
223.822667	223.853433	1
223.893833	223.920233	1
223.9345	223.977633	1
224.002767	224.022567	1
224.5719	224.580933	1
228.2762	228.3159	1
229.360233	229.525633	1
229.536067	229.606467	1
229.6157	229.746133	1
230.215733	230.3699	1
230.376333	230.4722	1
231.097433	231.167967	1
231.1707	231.183567	1
231.199333	231.287	1
231.311367	231.3636	1
231.368667	231.4012	1
232.671533	232.777867	1
233.892033	233.998367	1
237.625467	237.658433	1
252.4695	252.479767	1
254.571967	254.687567	1
255.214467	255.227033	1
255.264467	255.274767	1
255.282867	255.298067	1
255.326233	255.334967	1
255.3435	255.364133	1
255.3867	255.424633	1
255.466267	255.482833	1
255.498233	255.546167	1
255.564967	255.588533	1
255.6037	255.6167	1
255.624267	255.6443	1
256.004967	256.309533	1
256.3161	256.347933	1
256.7883	256.9641	1
256.977067	256.989067	1
256.991267	257.147333	1
257.8403	257.848667	1
257.891333	257.900067	1
257.9437	257.9561	1
257.978033	257.9893	1
258.024833	258.046933	1
258.103633	258.115367	1
258.134767	258.152133	1
258.207967	258.216733	1
258.250567	258.261767	1
258.400667	258.511767	1
258.8517	258.8996	1
259.297767	259.311367	1
259.36	259.3823	1
259.384233	259.492833	1
259.511267	259.545833	1
259.5517	259.610833	1
259.631967	259.651433	1
259.6657	259.6795	1
259.690067	259.710333	1
259.851733	259.8676	1
259.868933	259.962333	1
260.243633	260.2521	1
260.777067	260.924767	1
261.469467	261.547633	1
261.563467	261.582233	1
261.583867	261.646433	1
261.656967	261.665033	1
261.673633	261.695733	1
261.7084	261.7669	1
261.7808	261.792567	1
261.795667	261.806133	1
261.812567	261.873267	1
261.885267	261.9028	1
261.923267	261.980333	1
261.994	262.011167	1
262.030467	262.08	1
262.085033	262.112067	1
262.113167	262.135	1
262.258667	262.3935	1
262.566833	262.5749	1
262.765633	262.775233	1
262.7777	262.910367	1
262.9137	262.9944	1
262.998233	263.0536	1
263.067167	263.081667	1
263.085333	263.105433	1
263.115733	263.128133	1
263.239267	263.3637	1
263.373433	263.4658	1
263.8231	263.840967	1
264.269667	264.306033	1
264.374067	264.385533	1
264.484733	264.515133	1
264.651367	264.821233	1
265.693833	265.723933	1
265.7329	265.809167	1
266.0637	266.3161	1
266.318133	266.3811	1
266.385467	266.417067	1
266.768267	266.777867	1
266.7839	266.7974	1
266.8009	266.855033	1
266.858633	266.927133	1
266.941467	267.024967	1
267.027467	267.1045	1
267.1117	267.136633	1
267.1401	267.1596	1
267.2643	267.412267	1
267.4134	267.431767	1
267.466833	267.505433	1
267.597433	267.658567	1
267.666833	267.699233	1
268.0482	268.292933	1
268.671633	268.680767	1
268.7837	268.819233	1
268.831	268.843467	1
268.950367	269.0612	1
269.070633	269.097133	1
269.1076	269.1821	1
269.187833	269.206233	1
269.3489	269.4713	1
269.4785	269.572267	1
269.9473	269.973833	1
270.193733	270.213967	1
270.6757	270.695333	1
270.995433	271.219933	1
271.226733	271.368867	1
271.732467	271.740667	1
271.7965	271.8277	1
271.853933	271.883267	1
271.913267	271.931533	1
271.950933	271.993533	1
272.0153	272.034833	1
272.154767	272.2764	1
272.4543	272.6125	1
272.8059	272.8857	1
273.256767	273.292433	1
273.4092	273.417267	1
273.671567	273.6975	1
273.782333	273.9539	1
273.9633	274.0253	1
