1.808614	1.811614	2
1.818614	1.988614	1
2.175614	2.179614	2
2.183614	2.332614	1
2.334614	2.348614	2
4.386175	4.638175	1
4.881175	4.957175	1
5.200175	5.280175	1
5.547175	5.681175	1
5.867175	5.873175	2
5.878175	5.951175	2
5.960175	5.987175	2
6.023175	6.207175	2
6.213175	6.246175	2
6.276175	6.288175	2
6.299175	6.508175	1
6.820175	6.823175	2
6.834175	6.883175	1
6.937175	6.999175	1
7.051175	7.110175	1
7.544175	7.712175	1
7.886175	7.894175	2
7.911175	7.945175	2
7.956175	7.977175	2
8.035175	8.040175	2
8.048175	8.115175	1
8.134175	8.216175	1
8.281175	8.332175	1
9.092175	9.270175	1
9.272175	9.329175	1
9.523175	9.625175	1
9.740175	9.870175	1
10.097175	10.228175	2
10.230175	10.268175	2
10.289175	10.384175	2
10.451175	10.462175	2
10.658175	10.667175	2
10.684175	10.694175	2
10.720175	10.729175	2
10.796175	10.801175	2
10.875175	10.883175	2
10.888175	10.904175	2
10.907175	10.946175	2
10.960175	10.979175	2
10.986175	10.999175	2
11.009175	11.012175	2
11.023175	11.034175	2
11.075175	11.078175	2
11.102175	11.105175	2
11.222175	11.277175	2
11.285175	11.335175	2
11.341175	11.384175	2
11.388175	11.394175	2
11.404175	11.408175	2
11.421175	11.438175	2
11.462175	11.466175	2
11.474175	11.481175	2
11.486175	11.501175	2
11.529175	11.538175	2
11.562175	11.568175	2
11.612175	11.617175	2
11.640175	11.656175	2
11.664175	11.730175	1
11.793175	12.020175	1
12.168175	12.174175	2
12.176175	12.228175	1
12.232175	12.245175	1
12.255175	12.358175	1
12.536175	12.643175	1
12.752175	12.898175	1
13.105175	13.423175	1
13.434175	13.442175	2
13.602175	13.607175	2
13.611175	13.661175	1
13.917175	13.985175	1
14.513175	14.683175	2
14.685175	14.691175	2
14.693175	14.770175	2
14.773175	14.777175	2
14.795175	14.809175	2
14.816175	14.894175	2
14.992175	15.010175	2
15.314175	15.321175	2
15.331175	15.484175	1
15.488175	15.523175	1
15.774175	15.933175	1
15.935175	16.043175	1
16.391175	16.655175	1
16.754175	16.827175	1
16.836175	16.839175	2
16.934175	17.247175	1
17.499175	17.502175	2
17.506175	17.649175	1
17.737175	17.742175	2
17.748175	17.789175	1
17.798175	17.806175	2
18.001175	18.094175	1
18.431175	18.909175	1
19.037175	19.041175	2
19.043175	19.191175	1
19.240175	19.250175	2
19.255175	19.306175	1
19.309175	19.319175	2
19.375175	19.465175	1
19.507175	19.525175	1
19.530175	19.534175	2
19.779175	19.783175	2
19.785175	19.802175	2
