0.060380	0.065513	1
0.066780	0.077947	1
0.108780	0.114780	1
0.119347	0.164647	1
0.169980	0.236747	1
0.246680	0.259280	1
0.273147	0.292680	1
0.331947	0.342813	1
1.520413	1.547347	1
1.549580	1.718713	1
1.720413	1.782247	1
1.805413	1.840013	1
1.849880	1.878813	1
2.392080	2.400680	1
2.403280	2.548047	1
2.558480	2.623613	1
2.627047	2.651013	1
2.683147	2.764113	1
2.767780	2.774513	1
2.782980	2.790113	1
3.279713	3.349180	1
3.352780	3.467013	1
3.468313	3.478913	1
3.500980	3.634513	1
3.640013	3.663647	1
3.664913	3.758447	1
4.146947	4.344247	1
4.346713	4.369013	1
4.371913	4.410647	1
4.411780	4.494247	1
4.494813	4.503180	1
4.504480	4.591047	1
4.624513	4.647980	1
